year,state,industry,startups_ recognized
2019,Jammu and Kashmir,Textiles & Apparel,1
2019,Jammu and Kashmir,Transportation & Storage,1
2019,Jammu and Kashmir,Security Solutions,2
2019,Jammu and Kashmir,Real Estate,1
2019,Jammu and Kashmir,Other Specialty Retailers,1
2019,Jammu and Kashmir,Safety,1
2019,Jharkhand,Advertising,2
2019,Jharkhand,Architecture Interior Design,1
2019,Jharkhand,Automotive,5
2019,Jharkhand,Art & Photography,1
2019,Jharkhand,Chemicals,2
2019,Jharkhand,Construction,6
2019,Jharkhand,Agriculture,4
2019,Jharkhand,AI,1
2019,Jharkhand,Green Technology,4
2019,Jharkhand,Enterprise Software,1
2019,Jharkhand,Food & Beverages,6
2019,Jharkhand,Education,7
2019,Jharkhand,Renewable Energy,3
2019,Jharkhand,Healthcare & Lifesciences,4
2019,Jharkhand,Internet of Things,5
2019,Jharkhand,IT Services,13
2019,Jharkhand,Human Resources,1
2019,Jharkhand,Marketing,4
2019,Jharkhand,Media & Entertainment,2
2019,Jharkhand,Retail,1
2019,Jharkhand,House-Hold Services,2
2019,Jharkhand,Professional & Commercial Services,2
2019,Jharkhand,Social Network,1
2019,Jharkhand,Textiles & Apparel,2
2019,Jharkhand,Transportation & Storage,2
2019,Jharkhand,Travel & Tourism,3
2019,Jharkhand,Security Solutions,2
2019,Jharkhand,Real Estate,1
2019,Jharkhand,Safety,1
2019,Bihar,AR VR (Augmented + Virtual Reality),1
2019,Bihar,Automotive,1
2019,Bihar,Art & Photography,1
2019,Bihar,Construction,46
2019,Bihar,Agriculture,11
2019,Bihar,AI,1
2019,Bihar,Green Technology,4
2019,Bihar,Events,1
2019,Bihar,Finance Technology,1
2019,Bihar,Food & Beverages,5
2019,Bihar,Design,1
2019,Bihar,Education,9
2019,Bihar,Renewable Energy,6
2019,Bihar,Technology Hardware,1
2019,Bihar,Healthcare & Lifesciences,11
2019,Bihar,Internet of Things,4
2019,Bihar,IT Services,14
2019,Bihar,Human Resources,4
2019,Bihar,Marketing,6
2019,Bihar,Pets & Animals,1
2019,Bihar,Media & Entertainment,2
2019,Bihar,Retail,4
2019,Bihar,House-Hold Services,4
2019,Bihar,Professional & Commercial Services,6
2019,Bihar,Social Impact,1
2019,Bihar,Textiles & Apparel,1
2019,Bihar,Transportation & Storage,4
2019,Bihar,Travel & Tourism,1
2019,Bihar,Security Solutions,2
2019,Bihar,Real Estate,1
2019,Bihar,Other Specialty Retailers,1
2019,Bihar,Safety,1
2019,Bihar,Robotics,1
2019,Kerala,Analytics,9
2019,Kerala,Advertising,9
2019,Kerala,Architecture Interior Design,1
2019,Kerala,AR VR (Augmented + Virtual Reality),12
2019,Kerala,Automotive,7
2019,Kerala,Art & Photography,1
2019,Kerala,Animation,2
2019,Kerala,Chemicals,1
2019,Kerala,Computer Vision,1
2019,Kerala,Telecommunication & Networking,4
2019,Kerala,Construction,11
2019,Kerala,Agriculture,19
2019,Kerala,Aeronautics Aerospace & Defence,3
2019,Kerala,AI,27
2019,Kerala,Green Technology,22
2019,Kerala,Events,2
2019,Kerala,Fashion,5
2019,Kerala,Finance Technology,10
2019,Kerala,Enterprise Software,28
2019,Kerala,Food & Beverages,20
2019,Kerala,Design,5
2019,Kerala,Education,43
2019,Kerala,Renewable Energy,9
2019,Kerala,Technology Hardware,36
2019,Kerala,Healthcare & Lifesciences,45
2019,Kerala,Internet of Things,21
2019,Kerala,IT Services,191
2019,Kerala,Human Resources,5
2019,Kerala,Marketing,16
2019,Kerala,Media & Entertainment,14
2019,Kerala,Retail,10
2019,Kerala,House-Hold Services,5
2019,Kerala,Professional & Commercial Services,16
2019,Kerala,Sports,4
2019,Kerala,Social Impact,3
2019,Kerala,Social Network,7
2019,Kerala,Textiles & Apparel,4
2019,Kerala,Transportation & Storage,6
2019,Kerala,Travel & Tourism,16
2019,Kerala,Security Solutions,4
2019,Kerala,Real Estate,1
2019,Kerala,Other Specialty Retailers,2
2019,Kerala,Safety,1
2019,Kerala,Robotics,11
2019,Karnataka,Analytics,27
2019,Karnataka,Advertising,15
2019,Karnataka,Architecture Interior Design,10
2019,Karnataka,AR VR (Augmented + Virtual Reality),19
2019,Karnataka,Automotive,22
2019,Karnataka,Art & Photography,4
2019,Karnataka,Animation,1
2019,Karnataka,Chemicals,4
2019,Karnataka,Computer Vision,12
2019,Karnataka,Telecommunication & Networking,14
2019,Karnataka,Construction,26
2019,Karnataka,Agriculture,77
2019,Karnataka,Aeronautics Aerospace & Defence,21
2019,Karnataka,AI,86
2019,Karnataka,Green Technology,58
2019,Karnataka,Events,4
2019,Karnataka,Fashion,10
2019,Karnataka,Finance Technology,88
2019,Karnataka,Enterprise Software,76
2019,Karnataka,Food & Beverages,79
2019,Karnataka,Design,14
2019,Karnataka,Dating Matrimonial,3
2019,Karnataka,Education,112
2019,Karnataka,Renewable Energy,22
2019,Karnataka,Technology Hardware,60
2019,Karnataka,Healthcare & Lifesciences,177
2019,Karnataka,Internet of Things,69
2019,Karnataka,IT Services,245
2019,Karnataka,Human Resources,32
2019,Karnataka,Marketing,37
2019,Karnataka,Nanotechnology,7
2019,Karnataka,Non- Renewable Energy,3
2019,Karnataka,Pets & Animals,4
2019,Karnataka,Media & Entertainment,34
2019,Karnataka,Retail,46
2019,Karnataka,House-Hold Services,9
2019,Karnataka,Professional & Commercial Services,45
2019,Karnataka,Sports,7
2019,Karnataka,Social Impact,12
2019,Karnataka,Social Network,13
2019,Karnataka,Textiles & Apparel,12
2019,Karnataka,Transportation & Storage,32
2019,Karnataka,Travel & Tourism,44
2019,Karnataka,Security Solutions,16
2019,Karnataka,Real Estate,12
2019,Karnataka,Other Specialty Retailers,9
2019,Karnataka,Safety,1
2019,Karnataka,Robotics,16
2019,Chhattisgarh,Analytics,2
2019,Chhattisgarh,Advertising,2
2019,Chhattisgarh,Architecture Interior Design,2
2019,Chhattisgarh,Automotive,4
2019,Chhattisgarh,Art & Photography,1
2019,Chhattisgarh,Chemicals,1
2019,Chhattisgarh,Computer Vision,1
2019,Chhattisgarh,Construction,1
2019,Chhattisgarh,Agriculture,29
2019,Chhattisgarh,AI,1
2019,Chhattisgarh,Green Technology,4
2019,Chhattisgarh,Finance Technology,2
2019,Chhattisgarh,Enterprise Software,2
2019,Chhattisgarh,Food & Beverages,3
2019,Chhattisgarh,Design,1
2019,Chhattisgarh,Dating Matrimonial,1
2019,Chhattisgarh,Education,14
2019,Chhattisgarh,Renewable Energy,7
2019,Chhattisgarh,Technology Hardware,5
2019,Chhattisgarh,Healthcare & Lifesciences,16
2019,Chhattisgarh,Internet of Things,4
2019,Chhattisgarh,IT Services,15
2019,Chhattisgarh,Marketing,4
2019,Chhattisgarh,Non- Renewable Energy,1
2019,Chhattisgarh,Pets & Animals,1
2019,Chhattisgarh,Media & Entertainment,6
2019,Chhattisgarh,Retail,5
2019,Chhattisgarh,House-Hold Services,3
2019,Chhattisgarh,Professional & Commercial Services,8
2019,Chhattisgarh,Sports,1
2019,Chhattisgarh,Social Impact,3
2019,Chhattisgarh,Social Network,1
2019,Chhattisgarh,Transportation & Storage,5
2019,Chhattisgarh,Travel & Tourism,4
2019,Chhattisgarh,Security Solutions,1
2019,Chhattisgarh,Real Estate,1
2019,Chhattisgarh,Safety,1
2019,Chhattisgarh,Robotics,3
2019,Andhra Pradesh,Analytics,2
2019,Andhra Pradesh,Architecture Interior Design,1
2019,Andhra Pradesh,AR VR (Augmented + Virtual Reality),1
2019,Andhra Pradesh,Automotive,4
2019,Andhra Pradesh,Art & Photography,1
2019,Andhra Pradesh,Chemicals,2
2019,Andhra Pradesh,Telecommunication & Networking,1
2019,Andhra Pradesh,Construction,9
2019,Andhra Pradesh,Agriculture,12
2019,Andhra Pradesh,Aeronautics Aerospace & Defence,1
2019,Andhra Pradesh,AI,4
2019,Andhra Pradesh,Green Technology,6
2019,Andhra Pradesh,Events,1
2019,Andhra Pradesh,Finance Technology,1
2019,Andhra Pradesh,Enterprise Software,2
2019,Andhra Pradesh,Food & Beverages,7
2019,Andhra Pradesh,Design,2
2019,Andhra Pradesh,Education,8
2019,Andhra Pradesh,Renewable Energy,4
2019,Andhra Pradesh,Technology Hardware,6
2019,Andhra Pradesh,Healthcare & Lifesciences,16
2019,Andhra Pradesh,Internet of Things,5
2019,Andhra Pradesh,IT Services,38
2019,Andhra Pradesh,Human Resources,1
2019,Andhra Pradesh,Marketing,3
2019,Andhra Pradesh,Media & Entertainment,2
2019,Andhra Pradesh,Retail,5
2019,Andhra Pradesh,House-Hold Services,2
2019,Andhra Pradesh,Professional & Commercial Services,10
2019,Andhra Pradesh,Social Impact,1
2019,Andhra Pradesh,Social Network,2
2019,Andhra Pradesh,Textiles & Apparel,3
2019,Andhra Pradesh,Transportation & Storage,4
2019,Andhra Pradesh,Security Solutions,3
2019,Andhra Pradesh,Real Estate,3
2019,Andhra Pradesh,Other Specialty Retailers,1
2019,Andhra Pradesh,Robotics,5
2019,Arunachal Pradesh,Travel & Tourism,2
2019,Andaman and Nicobar Islands,Agriculture,1
2019,Andaman and Nicobar Islands,IT Services,2
2019,Andaman and Nicobar Islands,Professional & Commercial Services,1
2019,Andaman and Nicobar Islands,Travel & Tourism,3
2019,Andaman and Nicobar Islands,Other Specialty Retailers,1
2019,Manipur,Construction,2
2019,Manipur,Renewable Energy,1
2019,Manipur,Healthcare & Lifesciences,1
2019,Manipur,Retail,1
2019,Manipur,Textiles & Apparel,1
2019,Mizoram,Telecommunication & Networking,1
2019,Rajasthan,Analytics,2
2019,Rajasthan,Advertising,3
2019,Rajasthan,Architecture Interior Design,3
2019,Rajasthan,AR VR (Augmented + Virtual Reality),3
2019,Rajasthan,Automotive,4
2019,Rajasthan,Art & Photography,3
2019,Rajasthan,Computer Vision,1
2019,Rajasthan,Telecommunication & Networking,5
2019,Rajasthan,Construction,18
2019,Rajasthan,Agriculture,15
2019,Rajasthan,AI,5
2019,Rajasthan,Green Technology,15
2019,Rajasthan,Events,3
2019,Rajasthan,Fashion,10
2019,Rajasthan,Finance Technology,15
2019,Rajasthan,Enterprise Software,3
2019,Rajasthan,Food & Beverages,19
2019,Rajasthan,Design,4
2019,Rajasthan,Dating Matrimonial,1
2019,Rajasthan,Education,35
2019,Rajasthan,Renewable Energy,14
2019,Rajasthan,Technology Hardware,10
2019,Rajasthan,Healthcare & Lifesciences,22
2019,Rajasthan,Internet of Things,6
2019,Rajasthan,IT Services,35
2019,Rajasthan,Human Resources,5
2019,Rajasthan,Marketing,9
2019,Rajasthan,Pets & Animals,1
2019,Rajasthan,Media & Entertainment,6
2019,Rajasthan,Retail,10
2019,Rajasthan,House-Hold Services,5
2019,Rajasthan,Professional & Commercial Services,23
2019,Rajasthan,Sports,1
2019,Rajasthan,Social Impact,3
2019,Rajasthan,Social Network,6
2019,Rajasthan,Textiles & Apparel,8
2019,Rajasthan,Transportation & Storage,9
2019,Rajasthan,Travel & Tourism,6
2019,Rajasthan,Security Solutions,2
2019,Rajasthan,Real Estate,3
2019,Rajasthan,Other Specialty Retailers,3
2019,Rajasthan,Safety,1
2019,Rajasthan,Robotics,3
2019,Sikkim,Construction,1
2019,Sikkim,IT Services,1
2019,Tamil Nadu,Analytics,8
2019,Tamil Nadu,Advertising,7
2019,Tamil Nadu,Architecture Interior Design,3
2019,Tamil Nadu,AR VR (Augmented + Virtual Reality),11
2019,Tamil Nadu,Automotive,13
2019,Tamil Nadu,Chemicals,4
2019,Tamil Nadu,Computer Vision,2
2019,Tamil Nadu,Telecommunication & Networking,5
2019,Tamil Nadu,Construction,8
2019,Tamil Nadu,Agriculture,32
2019,Tamil Nadu,Aeronautics Aerospace & Defence,11
2019,Tamil Nadu,AI,15
2019,Tamil Nadu,Green Technology,23
2019,Tamil Nadu,Events,3
2019,Tamil Nadu,Fashion,6
2019,Tamil Nadu,Finance Technology,32
2019,Tamil Nadu,Enterprise Software,33
2019,Tamil Nadu,Food & Beverages,24
2019,Tamil Nadu,Design,8
2019,Tamil Nadu,Dating Matrimonial,1
2019,Tamil Nadu,Education,27
2019,Tamil Nadu,Renewable Energy,14
2019,Tamil Nadu,Technology Hardware,23
2019,Tamil Nadu,Healthcare & Lifesciences,60
2019,Tamil Nadu,Internet of Things,25
2019,Tamil Nadu,IT Services,101
2019,Tamil Nadu,Human Resources,8
2019,Tamil Nadu,Marketing,11
2019,Tamil Nadu,Nanotechnology,1
2019,Tamil Nadu,Non- Renewable Energy,2
2019,Tamil Nadu,Pets & Animals,4
2019,Tamil Nadu,Media & Entertainment,8
2019,Tamil Nadu,Retail,12
2019,Tamil Nadu,House-Hold Services,6
2019,Tamil Nadu,Professional & Commercial Services,19
2019,Tamil Nadu,Sports,3
2019,Tamil Nadu,Social Impact,3
2019,Tamil Nadu,Social Network,6
2019,Tamil Nadu,Textiles & Apparel,10
2019,Tamil Nadu,Transportation & Storage,11
2019,Tamil Nadu,Travel & Tourism,7
2019,Tamil Nadu,Security Solutions,5
2019,Tamil Nadu,Real Estate,5
2019,Tamil Nadu,Other Specialty Retailers,5
2019,Tamil Nadu,Safety,1
2019,Tamil Nadu,Robotics,5
2019,Madhya Pradesh,Analytics,1
2019,Madhya Pradesh,Advertising,3
2019,Madhya Pradesh,Architecture Interior Design,3
2019,Madhya Pradesh,Automotive,6
2019,Madhya Pradesh,Art & Photography,1
2019,Madhya Pradesh,Animation,1
2019,Madhya Pradesh,Chemicals,1
2019,Madhya Pradesh,Computer Vision,1
2019,Madhya Pradesh,Telecommunication & Networking,1
2019,Madhya Pradesh,Construction,18
2019,Madhya Pradesh,Agriculture,25
2019,Madhya Pradesh,Aeronautics Aerospace & Defence,2
2019,Madhya Pradesh,AI,4
2019,Madhya Pradesh,Green Technology,16
2019,Madhya Pradesh,Events,4
2019,Madhya Pradesh,Fashion,4
2019,Madhya Pradesh,Finance Technology,7
2019,Madhya Pradesh,Enterprise Software,7
2019,Madhya Pradesh,Food & Beverages,22
2019,Madhya Pradesh,Education,27
2019,Madhya Pradesh,Renewable Energy,7
2019,Madhya Pradesh,Technology Hardware,12
2019,Madhya Pradesh,Healthcare & Lifesciences,20
2019,Madhya Pradesh,Internet of Things,4
2019,Madhya Pradesh,IT Services,50
2019,Madhya Pradesh,Human Resources,9
2019,Madhya Pradesh,Marketing,8
2019,Madhya Pradesh,Non- Renewable Energy,2
2019,Madhya Pradesh,Media & Entertainment,4
2019,Madhya Pradesh,Retail,6
2019,Madhya Pradesh,House-Hold Services,4
2019,Madhya Pradesh,Professional & Commercial Services,17
2019,Madhya Pradesh,Social Impact,2
2019,Madhya Pradesh,Textiles & Apparel,2
2019,Madhya Pradesh,Transportation & Storage,8
2019,Madhya Pradesh,Travel & Tourism,8
2019,Madhya Pradesh,Security Solutions,4
2019,Madhya Pradesh,Real Estate,7
2019,Madhya Pradesh,Other Specialty Retailers,1
2019,Madhya Pradesh,Safety,2
2019,Madhya Pradesh,Robotics,3
2019,Madhya Pradesh,Biotechnology,1
2019,Tripura,Construction,1
2019,Tripura,Agriculture,1
2019,Tripura,Education,1
2019,Tripura,IT Services,1
2019,Tripura,Retail,1
2019,Tripura,Professional & Commercial Services,1
2019,Tripura,Social Impact,1
2019,Nagaland,IT Services,1
2019,Nagaland,Media & Entertainment,1
2019,Telangana,Analytics,8
2019,Telangana,Advertising,6
2019,Telangana,Architecture Interior Design,3
2019,Telangana,AR VR (Augmented + Virtual Reality),8
2019,Telangana,Automotive,19
2019,Telangana,Art & Photography,2
2019,Telangana,Animation,1
2019,Telangana,Chemicals,7
2019,Telangana,Computer Vision,5
2019,Telangana,Telecommunication & Networking,6
2019,Telangana,Construction,6
2019,Telangana,Agriculture,33
2019,Telangana,Aeronautics Aerospace & Defence,13
2019,Telangana,AI,25
2019,Telangana,Green Technology,19
2019,Telangana,Events,1
2019,Telangana,Fashion,6
2019,Telangana,Finance Technology,21
2019,Telangana,Enterprise Software,16
2019,Telangana,Food & Beverages,30
2019,Telangana,Design,6
2019,Telangana,Education,40
2019,Telangana,Renewable Energy,14
2019,Telangana,Technology Hardware,18
2019,Telangana,Healthcare & Lifesciences,62
2019,Telangana,Internet of Things,18
2019,Telangana,IT Services,105
2019,Telangana,Human Resources,6
2019,Telangana,Marketing,7
2019,Telangana,Pets & Animals,2
2019,Telangana,Media & Entertainment,6
2019,Telangana,Retail,12
2019,Telangana,House-Hold Services,2
2019,Telangana,Professional & Commercial Services,14
2019,Telangana,Sports,1
2019,Telangana,Social Impact,5
2019,Telangana,Social Network,8
2019,Telangana,Textiles & Apparel,1
2019,Telangana,Transportation & Storage,20
2019,Telangana,Travel & Tourism,4
2019,Telangana,Security Solutions,6
2019,Telangana,Real Estate,10
2019,Telangana,Other Specialty Retailers,6
2019,Telangana,Safety,3
2019,Telangana,Robotics,9
2019,Uttarakhand,Chemicals,1
2019,Uttarakhand,Telecommunication & Networking,3
2019,Uttarakhand,Construction,6
2019,Uttarakhand,Agriculture,9
2019,Uttarakhand,Aeronautics Aerospace & Defence,1
2019,Uttarakhand,AI,2
2019,Uttarakhand,Green Technology,5
2019,Uttarakhand,Finance Technology,2
2019,Uttarakhand,Food & Beverages,7
2019,Uttarakhand,Education,9
2019,Uttarakhand,Renewable Energy,4
2019,Uttarakhand,Technology Hardware,2
2019,Uttarakhand,Healthcare & Lifesciences,9
2019,Uttarakhand,Internet of Things,2
2019,Uttarakhand,IT Services,12
2019,Uttarakhand,Human Resources,3
2019,Uttarakhand,Marketing,3
2019,Uttarakhand,Media & Entertainment,1
2019,Uttarakhand,House-Hold Services,1
2019,Uttarakhand,Professional & Commercial Services,2
2019,Uttarakhand,Social Impact,1
2019,Uttarakhand,Social Network,2
2019,Uttarakhand,Transportation & Storage,3
2019,Uttarakhand,Travel & Tourism,5
2019,Uttarakhand,Real Estate,1
2019,Uttarakhand,Other Specialty Retailers,1
2019,Uttarakhand,Robotics,1
2019,West Bengal,Analytics,3
2019,West Bengal,Advertising,3
2019,West Bengal,AR VR (Augmented + Virtual Reality),1
2019,West Bengal,Automotive,3
2019,West Bengal,Art & Photography,2
2019,West Bengal,Chemicals,2
2019,West Bengal,Computer Vision,1
2019,West Bengal,Telecommunication & Networking,3
2019,West Bengal,Construction,5
2019,West Bengal,Agriculture,9
2019,West Bengal,Aeronautics Aerospace & Defence,3
2019,West Bengal,AI,3
2019,West Bengal,Green Technology,15
2019,West Bengal,Events,6
2019,West Bengal,Fashion,4
2019,West Bengal,Finance Technology,16
2019,West Bengal,Enterprise Software,6
2019,West Bengal,Food & Beverages,17
2019,West Bengal,Dating Matrimonial,2
2019,West Bengal,Education,19
2019,West Bengal,Renewable Energy,3
2019,West Bengal,Technology Hardware,6
2019,West Bengal,Healthcare & Lifesciences,28
2019,West Bengal,Internet of Things,7
2019,West Bengal,IT Services,56
2019,West Bengal,Human Resources,6
2019,West Bengal,Marketing,10
2019,West Bengal,Pets & Animals,1
2019,West Bengal,Media & Entertainment,5
2019,West Bengal,Retail,12
2019,West Bengal,House-Hold Services,4
2019,West Bengal,Professional & Commercial Services,12
2019,West Bengal,Sports,2
2019,West Bengal,Social Impact,3
2019,West Bengal,Social Network,4
2019,West Bengal,Textiles & Apparel,5
2019,West Bengal,Transportation & Storage,10
2019,West Bengal,Travel & Tourism,10
2019,West Bengal,Security Solutions,3
2019,West Bengal,Real Estate,4
2019,West Bengal,Other Specialty Retailers,4
2019,West Bengal,Robotics,2
2019,Uttar Pradesh,Analytics,13
2019,Uttar Pradesh,Advertising,11
2019,Uttar Pradesh,Architecture Interior Design,4
2019,Uttar Pradesh,AR VR (Augmented + Virtual Reality),4
2019,Uttar Pradesh,Automotive,12
2019,Uttar Pradesh,Art & Photography,2
2019,Uttar Pradesh,Chemicals,4
2019,Uttar Pradesh,Computer Vision,3
2019,Uttar Pradesh,Telecommunication & Networking,10
2019,Uttar Pradesh,Construction,31
2019,Uttar Pradesh,Agriculture,41
2019,Uttar Pradesh,Aeronautics Aerospace & Defence,4
2019,Uttar Pradesh,AI,20
2019,Uttar Pradesh,Green Technology,37
2019,Uttar Pradesh,Events,4
2019,Uttar Pradesh,Fashion,12
2019,Uttar Pradesh,Finance Technology,20
2019,Uttar Pradesh,Enterprise Software,18
2019,Uttar Pradesh,Food & Beverages,39
2019,Uttar Pradesh,Design,7
2019,Uttar Pradesh,Education,68
2019,Uttar Pradesh,Renewable Energy,36
2019,Uttar Pradesh,Technology Hardware,20
2019,Uttar Pradesh,Healthcare & Lifesciences,46
2019,Uttar Pradesh,Internet of Things,19
2019,Uttar Pradesh,IT Services,153
2019,Uttar Pradesh,Human Resources,25
2019,Uttar Pradesh,Marketing,19
2019,Uttar Pradesh,Nanotechnology,3
2019,Uttar Pradesh,Non- Renewable Energy,7
2019,Uttar Pradesh,Pets & Animals,2
2019,Uttar Pradesh,Media & Entertainment,15
2019,Uttar Pradesh,Retail,29
2019,Uttar Pradesh,House-Hold Services,6
2019,Uttar Pradesh,Professional & Commercial Services,51
2019,Uttar Pradesh,Sports,5
2019,Uttar Pradesh,Social Impact,6
2019,Uttar Pradesh,Social Network,10
2019,Uttar Pradesh,Textiles & Apparel,15
2019,Uttar Pradesh,Transportation & Storage,18
2019,Uttar Pradesh,Travel & Tourism,19
2019,Uttar Pradesh,Security Solutions,9
2019,Uttar Pradesh,Real Estate,16
2019,Uttar Pradesh,Other Specialty Retailers,8
2019,Uttar Pradesh,Safety,3
2019,Uttar Pradesh,Robotics,1
2019,Maharashtra,Analytics,13
2019,Maharashtra,Advertising,18
2019,Maharashtra,Architecture Interior Design,20
2019,Maharashtra,AR VR (Augmented + Virtual Reality),13
2019,Maharashtra,Automotive,33
2019,Maharashtra,Art & Photography,7
2019,Maharashtra,Animation,4
2019,Maharashtra,Chemicals,15
2019,Maharashtra,Computer Vision,9
2019,Maharashtra,Telecommunication & Networking,14
2019,Maharashtra,Construction,44
2019,Maharashtra,Agriculture,98
2019,Maharashtra,Aeronautics Aerospace & Defence,18
2019,Maharashtra,AI,76
2019,Maharashtra,Green Technology,73
2019,Maharashtra,Events,10
2019,Maharashtra,Fashion,27
2019,Maharashtra,Finance Technology,125
2019,Maharashtra,Enterprise Software,67
2019,Maharashtra,Food & Beverages,108
2019,Maharashtra,Design,23
2019,Maharashtra,Dating Matrimonial,1
2019,Maharashtra,Education,153
2019,Maharashtra,Renewable Energy,62
2019,Maharashtra,Technology Hardware,66
2019,Maharashtra,Healthcare & Lifesciences,232
2019,Maharashtra,Internet of Things,55
2019,Maharashtra,IT Services,278
2019,Maharashtra,Human Resources,41
2019,Maharashtra,Marketing,46
2019,Maharashtra,Nanotechnology,6
2019,Maharashtra,Non- Renewable Energy,7
2019,Maharashtra,Pets & Animals,6
2019,Maharashtra,Media & Entertainment,58
2019,Maharashtra,Retail,57
2019,Maharashtra,House-Hold Services,16
2019,Maharashtra,Professional & Commercial Services,87
2019,Maharashtra,Sports,15
2019,Maharashtra,Social Impact,19
2019,Maharashtra,Social Network,17
2019,Maharashtra,Textiles & Apparel,14
2019,Maharashtra,Transportation & Storage,47
2019,Maharashtra,Travel & Tourism,45
2019,Maharashtra,Security Solutions,17
2019,Maharashtra,Real Estate,35
2019,Maharashtra,Other Specialty Retailers,6
2019,Maharashtra,Safety,9
2019,Maharashtra,Robotics,19
2019,Dadra and Nagar Haveli and Daman and Diu,Advertising,1
2019,Dadra and Nagar Haveli and Daman and Diu,Healthcare & Lifesciences,1
2019,Dadra and Nagar Haveli and Daman and Diu,Retail,1
2019,Puducherry,Construction,1
2019,Puducherry,Food & Beverages,1
2019,Puducherry,Education,1
2019,Puducherry,Renewable Energy,1
2019,Puducherry,Technology Hardware,1
2019,Puducherry,Healthcare & Lifesciences,1
2019,Puducherry,IT Services,2
2019,Puducherry,Marketing,1
2019,Puducherry,Social Network,1
2019,Puducherry,Security Solutions,1
2019,Meghalaya,Enterprise Software,1
2019,Meghalaya,Food & Beverages,1
2019,Meghalaya,Education,1
2019,Meghalaya,IT Services,2
2019,Meghalaya,Professional & Commercial Services,1
2019,Odisha,Analytics,1
2019,Odisha,Advertising,2
2019,Odisha,Automotive,4
2019,Odisha,Art & Photography,1
2019,Odisha,Computer Vision,1
2019,Odisha,Construction,4
2019,Odisha,Agriculture,14
2019,Odisha,AI,2
2019,Odisha,Green Technology,3
2019,Odisha,Events,5
2019,Odisha,Finance Technology,4
2019,Odisha,Enterprise Software,4
2019,Odisha,Food & Beverages,19
2019,Odisha,Design,2
2019,Odisha,Dating Matrimonial,1
2019,Odisha,Education,13
2019,Odisha,Renewable Energy,10
2019,Odisha,Technology Hardware,4
2019,Odisha,Healthcare & Lifesciences,12
2019,Odisha,Internet of Things,8
2019,Odisha,IT Services,28
2019,Odisha,Human Resources,3
2019,Odisha,Marketing,4
2019,Odisha,Media & Entertainment,3
2019,Odisha,Retail,4
2019,Odisha,House-Hold Services,2
2019,Odisha,Professional & Commercial Services,6
2019,Odisha,Social Network,4
2019,Odisha,Textiles & Apparel,4
2019,Odisha,Transportation & Storage,3
2019,Odisha,Travel & Tourism,7
2019,Odisha,Security Solutions,2
2019,Odisha,Real Estate,1
2019,Odisha,Other Specialty Retailers,1
2019,Odisha,Robotics,1
2019,Punjab,Analytics,4
2019,Punjab,AR VR (Augmented + Virtual Reality),3
2019,Punjab,Automotive,1
2019,Punjab,Chemicals,1
2019,Punjab,Construction,2
2019,Punjab,Agriculture,7
2019,Punjab,AI,2
2019,Punjab,Green Technology,1
2019,Punjab,Fashion,1
2019,Punjab,Finance Technology,1
2019,Punjab,Enterprise Software,1
2019,Punjab,Food & Beverages,3
2019,Punjab,Design,1
2019,Punjab,Education,4
2019,Punjab,Renewable Energy,2
2019,Punjab,Technology Hardware,1
2019,Punjab,Healthcare & Lifesciences,11
2019,Punjab,Internet of Things,2
2019,Punjab,IT Services,24
2019,Punjab,Human Resources,3
2019,Punjab,Media & Entertainment,1
2019,Punjab,Retail,3
2019,Punjab,Professional & Commercial Services,4
2019,Punjab,Textiles & Apparel,4
2019,Punjab,Transportation & Storage,3
2019,Punjab,Travel & Tourism,3
2019,Punjab,Security Solutions,1
2019,Punjab,Real Estate,1
2019,Punjab,Other Specialty Retailers,3
2019,Punjab,Safety,1
2018,Assam,Architecture Interior Design,2
2018,Assam,Computer Vision,1
2018,Assam,Telecommunication & Networking,1
2018,Assam,Construction,6
2018,Assam,Agriculture,4
2018,Assam,Aeronautics Aerospace & Defence,2
2018,Assam,Green Technology,3
2018,Assam,Fashion,2
2018,Assam,Food & Beverages,2
2018,Assam,Design,1
2018,Assam,Education,4
2018,Assam,Healthcare & Lifesciences,4
2018,Assam,IT Services,8
2018,Assam,Human Resources,5
2018,Assam,Marketing,3
2018,Assam,Non- Renewable Energy,1
2018,Assam,Media & Entertainment,1
2018,Assam,Retail,2
2018,Assam,House-Hold Services,1
2018,Assam,Professional & Commercial Services,3
2018,Assam,Transportation & Storage,2
2018,Assam,Travel & Tourism,6
2018,Assam,Security Solutions,2
2018,Assam,Others,2
2018,Chandigarh,Advertising,1
2018,Chandigarh,Architecture Interior Design,1
2018,Chandigarh,Construction,1
2018,Chandigarh,Green Technology,1
2018,Chandigarh,Enterprise Software,2
2018,Chandigarh,Food & Beverages,3
2018,Chandigarh,Education,2
2018,Chandigarh,Renewable Energy,1
2018,Chandigarh,Healthcare & Lifesciences,5
2018,Chandigarh,IT Services,3
2018,Chandigarh,Human Resources,1
2018,Chandigarh,Retail,2
2018,Chandigarh,House-Hold Services,1
2018,Chandigarh,Professional & Commercial Services,2
2018,Chandigarh,Social Network,1
2018,Goa,Analytics,1
2018,Goa,Advertising,1
2018,Goa,Automotive,1
2018,Goa,Animation,1
2018,Goa,Construction,1
2018,Goa,Green Technology,2
2018,Goa,Enterprise Software,1
2018,Goa,Food & Beverages,2
2018,Goa,Design,1
